# device cooling down from about 30 °C
#rmin rmax central devtempsns
15516 15802 15590 4214
15517 15804 15591 4214
15517 15799 15589 4215
15519 15798 15591 4215
15517 15799 15590 4214
15519 15800 15589 4214
15521 15800 15590 4215
15518 15800 15588 4214
15519 15803 15588 4214
15521 15801 15588 4214
15516 15803 15586 4214
15517 15805 15586 4213
15518 15801 15587 4214
15517 15801 15588 4214
15518 15799 15589 4214
15519 15801 15589 4214
15518 15799 15590 4215
15518 15802 15587 4215
15518 15801 15586 4215
15516 15801 15589 4215
15519 15798 15587 4215
15519 15801 15587 4215
15518 15806 15590 4215
15522 15801 15592 4214
15518 15803 15591 4215
15521 15803 15588 4215
15521 15800 15589 4215
15522 15805 15586 4215
15519 15802 15587 4215
15519 15809 15587 4215
15522 15807 15587 4216
15519 15798 15585 4215
15520 15800 15585 4215
15518 15802 15586 4214
15518 15807 15598 4214
15519 15803 15597 4215
15522 15799 15599 4216
15521 15806 15597 4215
15521 15803 15599 4216
15519 15805 15598 4215
15517 15805 15598 4215
15516 15798 15595 4215
15519 15804 15599 4215
15519 15801 15595 4215
15519 15802 15595 4214
15522 15802 15596 4215
15520 15800 15597 4215
15522 15801 15595 4215
15519 15804 15601 4214
15526 15798 15599 4215
15523 15803 15599 4214
15524 15803 15599 4215
15527 15801 15597 4215
15523 15802 15597 4215
15518 15801 15594 4215
15520 15801 15594 4214
15521 15798 15594 4214
15521 15802 15596 4215
15522 15802 15594 4215
15523 15805 15594 4215
15521 15802 15596 4215
15522 15800 15594 4216
15521 15800 15597 4214
15522 15801 15596 4215
15519 15803 15594 4215
15517 15801 15597 4216
15522 15800 15596 4215
15518 15800 15594 4215
15521 15799 15596 4215
15517 15802 15595 4215
15522 15802 15596 4215
15522 15807 15595 4215
15524 15803 15590 4215
15520 15803 15592 4215
15520 15805 15594 4216
15518 15803 15594 4215
15518 15804 15591 4215
15522 15803 15590 4215
15517 15802 15593 4215
15518 15803 15595 4215
15520 15802 15592 4215
15517 15806 15592 4215
15516 15804 15595 4216
15521 15802 15593 4215
15518 15804 15592 4215
15522 15803 15593 4215
15518 15804 15594 4215
15519 15804 15594 4215
15519 15803 15595 4215
15520 15804 15594 4215
15519 15806 15593 4215
15516 15807 15592 4215
15516 15805 15592 4216
15523 15803 15593 4215
15522 15806 15591 4216
15520 15810 15594 4215
15518 15805 15595 4216
15515 15803 15598 4216
15515 15805 15596 4216
15514 15804 15596 4216
15508 15805 15597 4215
15508 15803 15597 4216
15515 15803 15594 4215
15518 15804 15593 4216
15514 15804 15591 4216
15517 15804 15592 4216
15521 15807 15593 4216
15518 15803 15590 4215
15525 15807 15600 4216
15528 15806 15597 4216
15527 15807 15596 4216
15523 15808 15596 4216
15525 15805 15596 4217
15526 15807 15597 4216
15528 15805 15596 4216
15527 15803 15596 4216
15526 15809 15596 4216
15525 15803 15597 4216
15523 15803 15600 4216
15521 15804 15598 4217
15525 15804 15598 4216
15517 15802 15596 4216
15522 15800 15596 4215
15524 15803 15596 4216
15522 15807 15599 4216
15527 15806 15600 4217
15526 15805 15599 4216
15525 15807 15597 4216
15526 15802 15595 4215
15519 15806 15595 4216
15521 15809 15596 4216
15523 15805 15596 4216
15525 15806 15590 4216
15524 15807 15594 4215
15526 15804 15593 4216
15526 15805 15598 4216
15528 15808 15595 4216
15520 15805 15598 4216
15522 15803 15597 4215
15526 15805 15597 4216
15520 15803 15596 4215
15522 15804 15596 4217
15525 15804 15595 4216
15522 15804 15592 4216
15526 15803 15592 4217
15527 15808 15601 4216
15526 15805 15601 4216
15525 15804 15601 4215
15521 15805 15601 4216
15526 15804 15601 4216
15526 15804 15600 4215
15522 15801 15599 4216
15523 15803 15599 4215
15529 15802 15599 4216
15527 15807 15603 4216
15526 15806 15600 4216
15524 15806 15600 4216
15528 15810 15600 4216
15521 15806 15601 4217
15526 15805 15599 4216
15523 15806 15597 4216
15525 15805 15597 4216
15524 15805 15596 4215
15524 15805 15600 4216
15523 15810 15598 4217
15523 15808 15596 4216
15525 15805 15598 4216
15526 15805 15599 4216
15523 15805 15598 4216
15526 15805 15598 4216
15525 15804 15598 4216
15524 15803 15599 4216
15524 15803 15600 4216
15522 15808 15598 4216
15526 15807 15602 4216
15525 15803 15600 4217
15526 15804 15601 4216
15518 15807 15597 4216
15517 15806 15597 4216
15517 15807 15597 4216
15524 15805 15599 4216
15519 15805 15601 4216
15526 15807 15598 4216
15527 15803 15600 4215
15522 15806 15598 4215
15518 15812 15598 4216
15524 15807 15600 4216
15525 15807 15597 4217
15522 15805 15601 4216
15527 15806 15599 4216
15525 15806 15599 4217
15522 15803 15599 4216
15517 15806 15597 4217
15521 15807 15598 4217
15520 15807 15600 4217
15524 15806 15598 4217
15524 15805 15597 4217
15524 15807 15595 4216
15520 15807 15597 4217
15524 15805 15595 4216
15525 15809 15595 4217
15520 15805 15596 4216
15518 15806 15595 4216
15521 15804 15595 4217
15520 15804 15595 4217
15524 15811 15595 4216
15524 15808 15595 4217
15523 15809 15595 4217
15522 15810 15594 4216
15522 15807 15593 4216
15526 15811 15596 4217
15520 15807 15599 4216
15524 15814 15597 4217
15525 15810 15596 4217
15525 15804 15595 4216
15524 15810 15595 4217
15526 15807 15596 4217
15524 15804 15595 4216
15525 15811 15595 4217
15528 15807 15599 4217
15526 15804 15599 4218
15526 15806 15599 4219
15524 15805 15602 4217
15525 15804 15602 4217
15523 15807 15603 4218
15522 15803 15601 4217
15525 15805 15602 4217
15523 15803 15603 4217
15521 15804 15603 4217
15522 15805 15602 4218
15526 15803 15601 4218
15525 15808 15602 4218
15523 15808 15600 4217
15523 15806 15600 4218
15521 15809 15599 4217
15522 15808 15600 4218
15521 15805 15599 4218
15519 15803 15599 4218
15522 15806 15598 4218
15523 15807 15600 4218
15525 15805 15601 4218
15523 15803 15603 4218
15524 15805 15600 4217
15520 15811 15603 4217
15525 15806 15602 4217
15520 15807 15601 4218
15522 15810 15600 4217
15521 15804 15599 4217
15522 15806 15598 4217
15524 15802 15597 4217
15523 15805 15598 4217
15526 15804 15598 4217
15524 15806 15600 4217
15526 15807 15601 4217
15520 15809 15600 4217
15523 15808 15601 4217
15528 15809 15597 4217
15523 15806 15599 4216
15517 15806 15598 4217
15518 15808 15598 4217
15522 15804 15598 4217
15524 15805 15599 4218
15523 15802 15596 4216
15520 15811 15595 4217
15519 15803 15598 4217
15525 15802 15595 4217
15520 15805 15598 4217
15521 15805 15596 4218
15519 15803 15598 4218
15519 15804 15594 4217
15515 15805 15594 4218
15514 15804 15594 4217
15517 15805 15593 4216
15516 15803 15592 4217
15519 15801 15597 4217
15516 15806 15599 4218
15514 15802 15597 4217
15523 15804 15595 4217
15514 15804 15595 4217
15511 15801 15594 4217
15518 15804 15598 4218
15521 15808 15598 4218
15514 15802 15593 4218
15521 15805 15596 4218
15519 15802 15598 4217
15523 15802 15600 4217
15517 15806 15596 4217
15519 15802 15595 4218
15512 15806 15595 4218
15517 15805 15596 4217
15523 15807 15597 4218
15520 15803 15597 4218
15519 15806 15595 4217
15523 15807 15594 4218
15523 15809 15599 4218
15522 15809 15600 4218
15524 15803 15598 4218
15520 15803 15596 4217
15525 15805 15596 4217
15518 15809 15594 4217
15523 15802 15594 4218
15525 15808 15595 4217
15523 15808 15594 4218
15524 15807 15593 4218
15525 15804 15593 4218
15521 15807 15595 4218
15521 15801 15592 4217
15520 15804 15592 4217
15521 15801 15594 4218
15519 15804 15593 4217
15521 15805 15596 4218
15523 15802 15597 4217
15522 15803 15599 4218
15522 15800 15599 4218
15523 15803 15596 4218
15525 15807 15596 4218
15521 15803 15595 4219
15516 15807 15598 4219
15522 15805 15597 4218
15521 15803 15594 4218
15519 15806 15592 4218
15522 15804 15593 4217
15522 15804 15593 4218
15524 15805 15594 4218
15521 15803 15594 4218
15519 15804 15594 4218
15517 15801 15593 4217
15518 15804 15593 4218
15524 15805 15591 4217
15523 15810 15596 4218
15524 15805 15600 4217
15524 15805 15598 4218
15529 15805 15596 4218
15524 15803 15596 4218
15523 15806 15595 4218
15521 15804 15595 4219
15523 15803 15597 4218
15522 15804 15599 4218
15518 15807 15598 4218
15519 15805 15596 4218
15520 15807 15596 4218
15518 15804 15594 4217
15517 15804 15595 4217
15522 15804 15595 4218
15519 15806 15593 4218
15520 15804 15593 4219
15519 15805 15593 4218
15520 15807 15593 4218
15518 15806 15593 4218
15521 15805 15592 4218
15521 15807 15595 4219
15522 15806 15594 4217
15521 15804 15594 4218
15522 15800 15593 4218
15524 15804 15594 4218
15526 15803 15594 4219
15520 15806 15594 4218
15523 15806 15595 4218
15524 15804 15598 4218
15522 15802 15597 4218
15525 15803 15596 4218
15527 15802 15595 4217
15521 15806 15595 4218
15523 15805 15594 4218
15519 15804 15598 4219
15522 15802 15596 4218
15523 15804 15596 4219
15529 15814 15599 4219
15527 15810 15601 4219
15525 15807 15602 4219
15525 15805 15602 4219
15522 15808 15598 4218
15524 15806 15597 4218
15519 15805 15597 4219
15524 15807 15594 4219
15523 15806 15598 4218
15522 15810 15596 4218
15521 15810 15598 4219
15520 15809 15595 4219
15517 15803 15596 4219
15524 15811 15594 4219
15519 15809 15599 4220
15518 15812 15601 4220
15521 15809 15601 4219
15521 15811 15599 4219
15522 15806 15600 4219
15522 15813 15602 4219
15518 15809 15602 4219
15523 15809 15600 4218
15520 15810 15599 4219
15524 15808 15596 4219
15518 15809 15599 4219
15522 15808 15599 4219
15524 15812 15596 4219
15521 15808 15594 4219
15516 15809 15599 4219
15518 15808 15600 4219
15521 15807 15599 4220
15520 15807 15599 4219
15522 15810 15599 4219
15525 15806 15600 4218
15520 15806 15600 4219
15524 15807 15599 4219
15524 15807 15593 4219
15529 15809 15599 4219
15528 15806 15597 4218
15527 15802 15597 4219
15528 15802 15596 4219
15521 15804 15596 4219
15523 15805 15602 4219
15521 15807 15599 4218
15523 15808 15599 4219
15523 15805 15599 4219
15518 15806 15598 4219
15517 15806 15600 4219
15520 15804 15599 4219
15523 15805 15597 4218
15522 15804 15598 4218
15522 15802 15597 4219
15524 15805 15598 4219
15520 15804 15600 4218
15527 15808 15596 4219
15527 15805 15595 4218
15525 15804 15595 4219
15523 15802 15597 4218
15524 15803 15596 4218
15523 15801 15597 4219
15523 15807 15594 4219
15524 15807 15595 4219
15523 15812 15596 4219
15525 15809 15597 4219
15522 15806 15597 4220
15521 15808 15597 4219
15527 15806 15598 4220
15519 15804 15597 4219
15519 15805 15597 4220
15522 15808 15597 4219
15524 15811 15596 4219
15519 15805 15595 4219
15520 15803 15595 4219
15520 15808 15598 4219
15525 15809 15603 4219
15527 15808 15603 4219
15529 15808 15599 4219
15525 15807 15602 4219
15526 15808 15601 4219
15523 15809 15601 4220
15523 15806 15599 4219
15522 15806 15599 4219
15527 15805 15598 4219
15523 15807 15596 4220
15527 15805 15596 4219
15523 15804 15594 4220
15528 15805 15595 4220
15525 15806 15594 4219
15527 15807 15595 4219
15525 15803 15595 4219
15528 15809 15595 4219
15525 15808 15594 4219
15527 15803 15594 4219
15526 15805 15594 4219
15517 15804 15594 4219
15524 15804 15596 4220
15528 15808 15597 4219
15523 15802 15596 4219
15524 15805 15597 4219
15526 15807 15600 4219
15527 15805 15598 4219
15526 15808 15596 4219
15520 15806 15597 4219
15521 15805 15598 4219
15523 15805 15598 4219
15529 15806 15596 4219
15528 15803 15597 4219
15530 15807 15597 4220
15530 15808 15598 4219
15529 15806 15601 4219
15530 15805 15599 4219
15526 15806 15596 4219
15527 15804 15596 4219
15524 15804 15596 4218
15527 15806 15596 4219
15525 15806 15597 4219
15525 15807 15598 4219
15528 15810 15598 4219
15528 15804 15597 4219
15526 15808 15597 4220
15528 15809 15603 4219
15525 15807 15602 4219
15524 15808 15600 4219
15522 15809 15599 4220
15526 15809 15599 4220
15526 15806 15599 4220
15527 15806 15599 4219
15525 15806 15599 4219
15526 15807 15602 4219
15527 15806 15603 4218
15526 15804 15599 4219
15524 15805 15599 4219
15521 15808 15599 4218
15523 15809 15597 4219
15522 15807 15598 4219
15525 15807 15598 4220
15524 15808 15597 4219
15526 15803 15597 4218
15522 15803 15598 4219
15524 15807 15597 4220
15523 15804 15597 4219
15523 15805 15596 4218
15524 15807 15599 4218
15522 15804 15600 4219
15523 15807 15602 4220
15521 15806 15599 4219
15522 15807 15596 4219
15525 15810 15597 4219
15528 15809 15600 4220
15530 15807 15600 4219
15528 15806 15601 4219
15528 15806 15598 4219
15529 15805 15599 4220
15527 15806 15598 4220
15531 15805 15600 4219
15529 15807 15601 4219
15529 15811 15600 4219
15528 15802 15602 4219
15529 15806 15602 4219
15526 15810 15601 4220
15522 15807 15596 4220
15527 15806 15597 4219
15525 15807 15599 4219
15529 15811 15599 4219
15524 15812 15597 4219
15525 15807 15598 4220
15523 15811 15600 4219
15521 15809 15598 4219
15524 15810 15599 4220
15518 15809 15599 4219
15521 15804 15599 4219
15522 15807 15600 4220
15525 15811 15599 4219
15526 15806 15596 4219
15527 15806 15596 4219
15523 15804 15599 4219
15524 15802 15597 4219
15525 15806 15598 4219
15524 15809 15598 4218
15524 15807 15597 4219
15527 15806 15599 4219
15525 15806 15599 4219
15524 15807 15601 4220
15520 15806 15597 4220
15527 15806 15597 4220
15533 15811 15605 4219
15535 15810 15603 4220
15526 15807 15603 4220
15528 15803 15604 4220
15530 15804 15601 4219
15527 15804 15602 4219
15524 15805 15601 4219
15528 15802 15604 4219
15527 15809 15603 4220
15528 15804 15603 4219
15529 15806 15601 4219
15527 15801 15601 4218
15524 15803 15603 4219
15524 15804 15602 4220
15527 15807 15602 4219
15525 15808 15604 4219
15522 15808 15603 4220
15523 15807 15605 4219
15523 15805 15603 4220
15526 15804 15604 4219
15525 15802 15605 4219
15527 15807 15605 4219
15526 15806 15603 4219
15529 15803 15600 4219
15527 15806 15601 4219
15527 15803 15603 4219
15522 15803 15603 4219
15523 15808 15603 4220
15526 15804 15601 4219
15531 15804 15602 4219
15528 15802 15600 4220
15529 15803 15602 4220
15521 15805 15602 4219
15526 15805 15601 4219
15525 15810 15601 4220
15527 15806 15601 4220
15525 15808 15605 4220
15524 15814 15602 4220
15526 15811 15600 4220
15522 15812 15602 4220
15523 15814 15601 4219
15528 15811 15601 4219
15527 15817 15599 4219
15522 15813 15601 4220
15522 15811 15601 4219
15520 15809 15604 4219
15522 15813 15603 4220
15525 15813 15604 4220
15524 15810 15602 4219
15522 15811 15604 4219
15521 15809 15601 4219
15524 15814 15603 4220
15523 15811 15605 4219
15524 15809 15605 4220
15525 15808 15604 4219
15521 15811 15604 4220
15522 15807 15602 4220
15524 15810 15602 4220
15526 15808 15599 4220
15526 15811 15599 4220
15524 15805 15602 4219
15524 15807 15596 4220
15524 15813 15601 4220
15525 15812 15596 4219
15522 15808 15597 4220
15527 15810 15597 4220
15526 15807 15597 4219
15518 15806 15594 4219
15521 15807 15598 4219
15524 15810 15600 4220
15527 15809 15597 4219
15518 15808 15598 4220
15521 15805 15596 4219
15521 15809 15597 4219
15529 15809 15604 4220
15528 15808 15601 4219
15528 15810 15599 4219
15528 15808 15599 4219
15531 15807 15598 4220
15533 15810 15598 4219
15525 15808 15600 4220
15528 15807 15599 4220
15527 15809 15600 4219
15527 15813 15599 4220
15521 15808 15598 4219
15526 15806 15596 4220
15523 15806 15598 4220
15525 15805 15596 4220
15527 15806 15599 4220
15525 15804 15598 4220
15528 15806 15599 4219
15526 15805 15598 4220
15528 15804 15599 4221
15529 15803 15600 4220
15530 15802 15604 4220
15518 15806 15600 4220
15522 15803 15601 4220
15525 15805 15602 4219
15525 15805 15601 4220
15525 15806 15602 4220
15524 15806 15603 4220
15526 15807 15600 4219
15527 15811 15600 4220
15526 15811 15600 4220
15527 15808 15602 4219
15521 15806 15599 4220
15523 15808 15597 4220
15531 15807 15599 4220
15526 15807 15603 4220
15523 15805 15602 4219
15521 15806 15603 4220
15530 15808 15602 4220
15527 15809 15601 4220
15528 15807 15601 4218
15529 15807 15602 4219
15527 15804 15603 4220
15524 15809 15603 4220
15526 15808 15602 4220
15522 15806 15604 4219
15525 15804 15604 4220
15525 15806 15600 4220
15522 15804 15597 4220
15523 15810 15599 4219
15525 15808 15600 4220
15526 15808 15600 4219
15519 15807 15602 4219
15524 15807 15601 4220
15526 15804 15603 4220
15525 15808 15603 4220
15527 15805 15603 4220
15529 15808 15602 4220
15526 15806 15603 4220
15519 15807 15601 4220
15523 15804 15601 4219
15522 15807 15602 4220
15521 15807 15601 4220
15522 15803 15601 4219
15526 15803 15602 4221
15523 15805 15601 4221
15522 15803 15603 4221
15525 15807 15603 4219
15522 15805 15603 4221
15523 15807 15604 4220
15518 15805 15604 4221
15521 15805 15602 4220
15520 15807 15601 4220
15520 15805 15600 4220
15522 15806 15602 4220
15532 15813 15605 4220
15531 15810 15604 4221
15531 15811 15604 4220
15531 15811 15602 4221
15523 15808 15603 4221
15526 15807 15601 4220
15528 15803 15599 4220
15528 15805 15598 4220
15524 15803 15600 4220
15525 15804 15601 4220
15529 15807 15601 4221
15530 15807 15600 4220
15525 15806 15601 4220
15530 15811 15600 4221
15530 15806 15602 4221
15527 15803 15603 4220
15530 15802 15600 4220
15529 15805 15602 4220
15527 15807 15599 4220
15527 15802 15598 4220
15529 15806 15600 4220
15526 15811 15600 4220
15528 15804 15602 4220
15527 15805 15602 4220
15528 15806 15600 4220
15528 15805 15600 4220
15529 15811 15602 4220
15524 15806 15601 4220
15530 15805 15600 4220
15526 15807 15599 4221
15529 15807 15598 4220
15529 15805 15598 4220
15527 15806 15598 4220
15530 15804 15600 4220
15531 15809 15599 4220
15529 15809 15598 4221
15529 15806 15598 4220
15529 15807 15606 4221
15527 15808 15604 4221
15527 15809 15605 4221
15526 15811 15602 4221
15525 15804 15598 4221
15522 15803 15600 4221
15527 15808 15598 4220
15526 15810 15601 4220
15523 15811 15600 4221
15526 15809 15599 4222
15525 15807 15600 4222
15524 15808 15602 4221
15523 15804 15604 4222
15526 15806 15602 4221
15521 15807 15603 4222
15526 15812 15603 4221
15525 15808 15600 4221
15525 15805 15601 4222
15527 15809 15600 4221
15523 15806 15600 4221
15524 15810 15603 4221
15520 15803 15601 4220
15525 15802 15599 4220
15525 15807 15598 4221
15528 15804 15600 4221
15526 15803 15603 4220
15527 15804 15600 4220
15526 15806 15599 4220
15523 15808 15601 4220
15525 15805 15597 4221
15525 15803 15595 4220
15524 15806 15597 4220
15528 15807 15597 4221
15521 15806 15596 4220
15524 15808 15596 4220
15523 15806 15600 4220
15523 15804 15598 4220
15523 15812 15602 4221
15527 15809 15602 4220
15529 15807 15600 4221
15528 15809 15601 4220
15527 15808 15602 4220
15525 15809 15600 4221
15524 15809 15601 4220
15525 15806 15601 4220
15519 15811 15600 4220
15523 15806 15596 4221
15527 15810 15599 4221
15526 15812 15599 4221
15527 15810 15597 4221
15528 15811 15597 4220
15522 15813 15601 4221
15522 15811 15602 4221
15525 15805 15603 4220
15521 15809 15601 4220
15525 15808 15601 4221
15526 15812 15599 4221
15523 15808 15600 4221
15521 15808 15601 4221
15522 15807 15600 4221
15522 15814 15602 4221
15524 15815 15602 4221
15517 15810 15599 4220
15522 15810 15602 4221
15520 15808 15601 4221
15524 15807 15603 4221
15527 15810 15601 4221
15521 15811 15602 4220
15520 15812 15600 4221
15519 15811 15602 4220
15523 15809 15602 4221
15523 15812 15599 4221
15522 15812 15601 4220
15522 15810 15602 4220
15533 15814 15605 4222
15533 15809 15605 4221
15534 15810 15604 4221
15529 15807 15600 4221
15530 15807 15603 4221
15534 15810 15605 4222
15531 15812 15603 4222
15530 15811 15604 4222
15532 15806 15602 4221
15530 15808 15602 4222
15527 15811 15603 4221
15528 15811 15602 4222
15531 15814 15604 4222
15532 15813 15600 4222
15528 15808 15599 4221
15526 15807 15602 4221
15530 15808 15598 4221
15530 15805 15598 4221
15530 15809 15598 4221
15526 15814 15598 4221
15527 15809 15599 4221
15523 15811 15600 4221
15531 15811 15598 4221
15529 15811 15597 4221
15530 15810 15599 4221
15529 15809 15602 4221
15531 15808 15601 4221
15530 15804 15601 4220
15527 15809 15603 4221
15528 15807 15601 4221
15531 15802 15602 4221
15527 15809 15600 4221
15529 15805 15597 4222
15524 15806 15599 4221
15529 15806 15597 4221
15528 15809 15596 4221
15529 15809 15600 4221
15533 15810 15605 4221
15529 15805 15603 4221
15530 15804 15603 4223
15529 15804 15603 4221
15530 15805 15603 4221
15527 15805 15598 4221
15528 15806 15600 4221
15529 15804 15599 4221
15528 15807 15599 4221
15529 15811 15601 4221
15528 15807 15601 4221
15527 15811 15600 4220
15530 15807 15599 4221
15526 15810 15599 4222
15528 15809 15597 4221
15527 15807 15597 4221
15521 15816 15597 4221
15523 15806 15596 4221
15524 15807 15601 4221
15527 15808 15599 4221
15527 15805 15599 4221
15525 15810 15599 4222
15529 15808 15599 4221
15529 15806 15599 4222
15529 15812 15598 4221
15531 15809 15598 4221
15529 15809 15600 4221
15529 15810 15599 4221
15530 15811 15601 4222
15528 15807 15604 4222
15529 15809 15603 4222
15528 15806 15602 4221
15528 15808 15602 4221
15528 15806 15599 4221
15527 15805 15598 4222
15527 15805 15599 4221
15526 15808 15600 4221
15534 15813 15606 4221
15534 15809 15606 4222
15532 15809 15605 4222
15530 15810 15605 4221
15533 15810 15607 4222
15530 15814 15607 4221
15531 15810 15603 4222
15529 15813 15603 4222
15527 15814 15601 4221
15529 15808 15601 4222
15531 15809 15602 4222
15527 15810 15602 4222
15527 15810 15599 4221
15527 15810 15601 4221
15528 15809 15598 4222
15529 15810 15600 4222
15528 15804 15601 4222
15534 15807 15603 4222
15531 15808 15603 4222
15529 15810 15605 4221
15529 15811 15604 4222
15531 15812 15604 4222
15528 15811 15605 4222
15526 15813 15605 4222
15524 15815 15602 4222
15526 15813 15603 4222
15522 15810 15599 4222
15525 15809 15602 4221
15527 15810 15603 4221
15523 15806 15602 4221
15525 15812 15600 4221
15528 15807 15602 4222
15528 15808 15604 4222
15530 15808 15606 4221
15530 15807 15600 4221
15528 15809 15601 4221
15534 15808 15604 4221
15535 15811 15606 4222
15533 15809 15603 4222
15533 15808 15603 4223
15530 15808 15602 4222
15537 15808 15604 4221
15534 15809 15606 4222
15532 15806 15604 4222
15533 15807 15605 4222
15533 15807 15604 4223
15531 15807 15605 4222
15532 15807 15603 4222
15531 15811 15603 4222
15533 15805 15604 4222
15532 15808 15606 4222
15533 15807 15607 4222
15531 15806 15606 4222
15533 15811 15606 4222
15532 15809 15605 4222
15532 15806 15606 4222
15532 15806 15606 4222
15530 15807 15605 4221
15529 15810 15603 4221
15528 15813 15602 4221
15530 15812 15604 4222
15530 15812 15605 4222
15531 15809 15607 4222
15533 15810 15607 4223
15531 15808 15607 4223
15534 15809 15604 4222
15531 15811 15603 4221
15534 15807 15604 4222
15533 15811 15603 4222
15533 15812 15602 4222
15528 15813 15602 4222
15530 15813 15603 4223
15532 15810 15603 4223
15532 15810 15604 4222
15535 15811 15604 4222
15535 15809 15604 4223
15535 15808 15605 4222
15530 15810 15602 4222
15533 15810 15601 4222
15531 15811 15601 4222
15532 15813 15601 4222
15533 15815 15601 4222
15534 15809 15603 4223
15530 15814 15602 4222
15534 15812 15602 4222
15532 15812 15603 4222
15534 15808 15602 4222
15533 15815 15603 4223
15530 15807 15601 4222
15530 15810 15601 4222
15531 15809 15604 4223
15532 15805 15604 4222
15535 15809 15601 4222
15531 15809 15600 4222
15531 15809 15602 4222
15532 15811 15601 4223
15532 15808 15603 4222
15533 15810 15602 4223
15534 15807 15604 4222
15534 15808 15602 4222
15532 15815 15602 4222
15532 15813 15605 4223
15526 15811 15605 4222
15533 15811 15606 4223
15532 15809 15607 4222
15534 15812 15608 4223
15535 15811 15605 4222
15535 15812 15605 4224
15534 15813 15603 4223
15534 15810 15603 4222
15533 15808 15604 4222
15532 15815 15606 4222
15535 15812 15605 4222
15533 15810 15603 4222
15533 15809 15602 4222
15526 15811 15604 4223
15526 15812 15605 4222
15531 15812 15604 4222
15533 15812 15605 4223
15530 15811 15604 4223
15531 15820 15605 4222
15531 15812 15608 4222
15529 15810 15603 4223
15525 15812 15605 4223
15530 15813 15604 4223
15533 15813 15603 4222
15530 15813 15604 4223
15529 15808 15605 4222
15526 15809 15607 4222
15534 15807 15608 4223
15530 15812 15608 4223
15530 15814 15604 4223
15530 15815 15605 4223
15530 15818 15606 4223
15528 15816 15608 4222
15529 15818 15607 4223
15524 15820 15605 4224
15526 15816 15604 4222
15530 15814 15604 4223
15524 15814 15603 4223
15526 15813 15605 4223
15525 15810 15604 4223
15526 15816 15603 4223
15528 15811 15606 4223
15525 15814 15607 4223
15529 15811 15604 4224
15525 15818 15602 4222
15529 15814 15603 4223
15534 15812 15611 4222
15537 15814 15609 4223
15535 15807 15611 4223
15536 15813 15606 4222
15537 15811 15608 4223
15535 15812 15609 4223
15536 15812 15607 4223
15536 15808 15609 4223
15538 15807 15606 4223
15536 15810 15607 4223
15534 15808 15609 4223
15539 15812 15607 4224
15535 15814 15608 4223
15536 15809 15609 4223
15536 15811 15609 4223
15537 15813 15610 4223
15536 15816 15609 4222
15534 15812 15610 4222
15532 15813 15610 4222
15537 15812 15611 4224
15534 15815 15610 4223
15536 15811 15611 4223
15535 15813 15611 4223
15534 15809 15610 4223
15536 15811 15612 4223
15538 15810 15610 4223
15534 15811 15611 4223
15538 15812 15610 4223
15536 15810 15608 4222
15537 15814 15610 4223
15536 15808 15613 4223
15537 15808 15611 4224
15537 15811 15610 4223
15538 15813 15611 4223
15533 15814 15610 4223
15536 15810 15610 4223
15538 15812 15611 4222
15533 15812 15608 4223
15535 15812 15608 4223
15529 15808 15609 4223
15534 15809 15605 4223
15531 15806 15605 4223
15531 15808 15605 4223
15533 15811 15604 4222
15530 15810 15605 4224
15531 15810 15608 4223
15534 15809 15605 4223
15532 15808 15604 4223
15527 15810 15604 4224
15532 15811 15608 4223
15530 15811 15607 4225
15532 15809 15607 4224
15529 15807 15606 4224
15529 15811 15606 4223
15528 15809 15606 4223
15528 15808 15604 4223
15528 15811 15603 4224
15530 15810 15603 4224
15530 15810 15603 4225
15528 15807 15604 4223
15527 15805 15607 4224
15528 15807 15607 4223
15529 15807 15603 4223
15530 15808 15603 4222
15529 15808 15609 4223
15527 15814 15606 4224
15532 15811 15606 4224
15528 15811 15605 4224
15533 15810 15603 4223
15531 15809 15603 4223
15533 15809 15603 4224
15529 15812 15601 4224
15531 15812 15605 4224
15532 15809 15603 4224
15539 15816 15606 4223
15537 15812 15606 4223
15536 15815 15605 4223
15535 15812 15606 4223
15537 15815 15606 4224
15537 15815 15607 4223
15537 15811 15609 4224
15536 15817 15607 4224
15537 15809 15609 4224
15535 15816 15607 4223
15536 15814 15603 4223
15537 15811 15604 4223
15539 15814 15604 4224
15533 15814 15605 4224
15537 15812 15605 4224
15536 15810 15605 4224
15536 15812 15606 4224
15534 15815 15608 4224
15533 15814 15601 4223
15532 15818 15604 4223
15534 15816 15606 4223
15535 15816 15603 4223
15535 15813 15603 4223
15527 15813 15604 4223
15533 15815 15604 4223
15535 15810 15606 4224
15534 15814 15604 4223
15532 15815 15601 4224
15535 15815 15605 4224
15535 15814 15606 4225
15534 15818 15605 4224
15537 15822 15604 4224
15530 15812 15604 4224
15532 15812 15603 4224
15535 15814 15603 4224
15534 15818 15605 4224
15532 15816 15606 4224
15542 15816 15611 4224
15542 15819 15610 4225
15539 15818 15610 4223
15536 15819 15611 4224
15537 15814 15612 4223
15535 15814 15609 4223
15538 15817 15611 4223
15539 15818 15609 4224
15538 15817 15608 4224
15535 15817 15608 4224
15539 15818 15609 4224
15536 15815 15608 4223
15539 15818 15608 4223
15541 15816 15607 4224
15540 15817 15608 4225
15538 15814 15610 4224
15539 15816 15608 4223
15538 15820 15611 4224
15537 15819 15612 4224
15540 15820 15613 4223
