#rmin rmax central devtempsns
# tap water initially at roughly 17 °C
15532 16137 15625 4280
15535 16144 15629 4279
15546 16140 15629 4281
15541 16141 15629 4280
15544 16139 15630 4280
15537 16140 15628 4280
15540 16144 15629 4280
15539 16139 15628 4280
15536 16141 15627 4279
15540 16140 15627 4280
15538 16140 15627 4280
15538 16141 15629 4280
15536 16141 15628 4280
15537 16143 15630 4280
15542 16142 15631 4279
15537 16140 15630 4280
15536 16141 15628 4280
15541 16139 15630 4280
15538 16136 15629 4280
15536 16141 15625 4280
15542 16142 15625 4280
15539 16139 15626 4279
15541 16138 15625 4279
15537 16141 15625 4279
15535 16147 15627 4280
15541 16146 15629 4280
15539 16145 15627 4280
15539 16136 15629 4279
15543 16141 15629 4279
15539 16143 15629 4280
15538 16134 15629 4280
15533 16139 15625 4278
15540 16139 15626 4278
15544 16142 15624 4279
15540 16143 15624 4280
15545 16144 15625 4278
15537 16143 15625 4279
15538 16140 15629 4279
15543 16143 15634 4280
15542 16135 15630 4280
15539 16138 15629 4279
15543 16137 15630 4279
15542 16140 15628 4280
15540 16140 15626 4279
15535 16140 15629 4280
15544 16141 15629 4279
15538 16142 15627 4279
15535 16140 15625 4279
15534 16140 15623 4280
15542 16137 15620 4279
15542 16138 15624 4279
15538 16137 15624 4279
15538 16143 15621 4278
15537 16137 15623 4279
15538 16136 15622 4279
15537 16135 15621 4279
15541 16135 15620 4280
15535 16136 15622 4279
15536 16137 15622 4280
15539 16135 15622 4279
15539 16136 15623 4280
15536 16134 15623 4278
15540 16137 15623 4278
15537 16134 15621 4279
15538 16135 15624 4279
15531 16137 15622 4279
15535 16136 15622 4278
15540 16136 15621 4279
15537 16135 15622 4279
15534 16140 15620 4279
15536 16142 15622 4279
15537 16134 15624 4280
15539 16135 15623 4279
15538 16139 15622 4279
15541 16137 15622 4280
15545 16138 15627 4278
15541 16137 15626 4280
15541 16137 15626 4279
15537 16137 15626 4279
15542 16137 15627 4279
15536 16138 15625 4279
15541 16138 15623 4279
15544 16136 15625 4279
15537 16136 15628 4279
15541 16134 15628 4279
15535 16136 15629 4279
15537 16136 15627 4279
15537 16133 15625 4279
15534 16138 15626 4279
15538 16138 15624 4279
15535 16137 15620 4280
15538 16137 15622 4280
15539 16138 15622 4279
15542 16140 15621 4280
15538 16138 15620 4279
15535 16136 15622 4279
15536 16136 15623 4279
15537 16142 15620 4278
15532 16139 15623 4279
15538 16142 15620 4280
15539 16138 15620 4280
15536 16138 15620 4279
15535 16140 15620 4279
15538 16140 15621 4279
15535 16136 15621 4279
15538 16136 15622 4279
15539 16137 15621 4279
15534 16137 15628 4279
15534 16136 15628 4279
15537 16137 15626 4279
15535 16137 15628 4279
15538 16139 15624 4279
15537 16136 15627 4279
15533 16138 15624 4279
15534 16137 15623 4279
15534 16141 15625 4280
15535 16138 15627 4279
15533 16137 15626 4279
15534 16138 15628 4280
15534 16139 15628 4280
15535 16139 15626 4279
15528 16142 15628 4279
15533 16134 15628 4280
15532 16136 15625 4280
15528 16136 15627 4279
15530 16138 15628 4279
15530 16136 15627 4280
15532 16137 15627 4279
15528 16138 15627 4279
15528 16133 15626 4279
15528 16134 15625 4278
15529 16136 15625 4278
15528 16135 15625 4280
15524 16135 15627 4279
15528 16134 15627 4280
15528 16134 15626 4279
15524 16136 15626 4279
15524 16135 15626 4279
15524 16135 15626 4278
15530 16135 15623 4279
15531 16133 15621 4279
15530 16131 15618 4278
15535 16131 15622 4278
15531 16131 15621 4278
15536 16143 15626 4279
15538 16141 15627 4279
15538 16140 15625 4278
15535 16138 15625 4278
15538 16144 15626 4278
15536 16138 15623 4279
15537 16138 15625 4279
15536 16145 15623 4279
15532 16139 15621 4279
15532 16140 15624 4279
15535 16136 15622 4279
15538 16139 15623 4279
15537 16140 15622 4278
15532 16141 15622 4279
15540 16141 15625 4279
15531 16140 15626 4279
15529 16138 15626 4279
15533 16140 15625 4278
15535 16136 15623 4280
15534 16138 15623 4278
15534 16137 15624 4279
15535 16141 15624 4279
15533 16139 15623 4278
15530 16132 15623 4279
15536 16134 15621 4279
15535 16142 15623 4279
15534 16136 15622 4279
15535 16135 15621 4279
15533 16140 15622 4279
15530 16141 15621 4280
15526 16142 15623 4280
15532 16139 15620 4279
15532 16135 15622 4280
15530 16137 15624 4279
15534 16137 15623 4279
15532 16135 15624 4278
15532 16136 15621 4279
15545 16139 15627 4280
15545 16137 15626 4278
15540 16138 15625 4280
15539 16136 15627 4279
15536 16139 15625 4279
15533 16137 15626 4279
15536 16142 15628 4279
15537 16133 15630 4279
15533 16137 15628 4279
15533 16131 15628 4279
15536 16131 15626 4278
15542 16132 15627 4278
15539 16132 15626 4279
15540 16132 15627 4279
15538 16132 15627 4279
15535 16132 15626 4279
15536 16135 15621 4279
15535 16135 15620 4279
15534 16130 15622 4278
15533 16135 15620 4279
15536 16138 15623 4279
15536 16136 15624 4279
15532 16134 15622 4278
15535 16136 15626 4279
15532 16136 15627 4279
15535 16137 15626 4278
15533 16132 15622 4279
15536 16133 15624 4278
15539 16139 15623 4278
15535 16135 15623 4278
15532 16139 15623 4278
15531 16135 15622 4279
15535 16138 15622 4278
15532 16135 15625 4279
15535 16135 15624 4279
15532 16135 15625 4280
15535 16133 15624 4279
15534 16138 15626 4279
15542 16134 15623 4279
15542 16133 15626 4279
15542 16133 15626 4279
15538 16136 15623 4278
15537 16137 15624 4280
15531 16138 15622 4279
15541 16133 15624 4278
15536 16137 15627 4278
15536 16140 15623 4278
15533 16132 15624 4278
15533 16134 15627 4278
15532 16134 15626 4278
15533 16133 15627 4279
15536 16139 15626 4279
15536 16135 15627 4278
15536 16139 15628 4279
15536 16139 15624 4279
15539 16138 15624 4278
15537 16141 15624 4279
15542 16139 15623 4279
15532 16138 15626 4279
15531 16140 15626 4279
15536 16139 15626 4279
15533 16135 15628 4279
15532 16138 15626 4278
15532 16143 15624 4278
15536 16139 15627 4278
15526 16138 15626 4279
15534 16141 15625 4279
15531 16141 15623 4278
15534 16142 15624 4278
15535 16138 15623 4279
15532 16139 15621 4278
15534 16140 15622 4278
15529 16142 15620 4278
15531 16138 15622 4278
15541 16141 15622 4279
15528 16137 15621 4279
15534 16137 15623 4279
15536 16140 15622 4279
15531 16145 15623 4278
15533 16141 15620 4278
15531 16138 15620 4279
15534 16134 15622 4278
15534 16141 15620 4279
15531 16144 15620 4279
15532 16135 15620 4279
15532 16138 15621 4279
15538 16135 15620 4279
15536 16132 15623 4278
15536 16138 15622 4279
15532 16137 15622 4278
15532 16138 15622 4280
15534 16140 15622 4279
15540 16134 15622 4278
15535 16139 15622 4280
15533 16136 15620 4278
15532 16138 15620 4278
15534 16139 15619 4279
15531 16140 15619 4279
15530 16136 15620 4279
15532 16140 15618 4278
15532 16134 15617 4279
15532 16138 15615 4278
15530 16135 15616 4278
15528 16137 15616 4279
15531 16132 15617 4279
15532 16139 15616 4279
15529 16140 15617 4278
15532 16141 15621 4279
15530 16138 15619 4278
15526 16136 15618 4280
15524 16140 15619 4279
15546 16138 15630 4280
15549 16139 15629 4279
15546 16139 15626 4279
15546 16139 15626 4279
15544 16140 15625 4280
15543 16138 15624 4278
15542 16141 15627 4278
15544 16139 15626 4279
15544 16140 15628 4279
15543 16136 15628 4278
15545 16141 15628 4279
15540 16136 15627 4278
15540 16136 15624 4278
15539 16139 15625 4279
15538 16143 15623 4279
15539 16139 15623 4278
15544 16145 15623 4278
15541 16145 15624 4279
15541 16141 15624 4278
15541 16140 15622 4279
15544 16144 15621 4279
15542 16138 15621 4279
15539 16139 15621 4278
15539 16137 15621 4278
15540 16139 15623 4279
15544 16142 15623 4278
15538 16142 15621 4278
15541 16140 15623 4278
15544 16143 15621 4279
15536 16144 15622 4278
15539 16141 15622 4278
15538 16145 15624 4279
15537 16143 15623 4278
15542 16143 15621 4279
15543 16142 15623 4278
15540 16140 15625 4278
15541 16138 15624 4279
15546 16140 15622 4279
15546 16141 15620 4278
15545 16140 15620 4278
15543 16139 15618 4280
15538 16141 15619 4278
15543 16144 15620 4279
15544 16146 15619 4279
15536 16140 15619 4278
15538 16138 15617 4278
15543 16137 15618 4279
15538 16141 15618 4278
15540 16139 15619 4279
15536 16135 15617 4279
15539 16136 15614 4279
15537 16141 15615 4279
15540 16139 15619 4278
15539 16137 15621 4278
15542 16138 15620 4279
15537 16139 15619 4279
15540 16140 15617 4279
15541 16142 15616 4279
15538 16146 15620 4279
15541 16141 15619 4279
15538 16142 15620 4278
15537 16141 15618 4279
15538 16143 15621 4279
15537 16144 15616 4278
15535 16143 15619 4279
15533 16143 15618 4279
15537 16144 15618 4279
15538 16145 15616 4279
15537 16141 15617 4279
15536 16142 15619 4279
15542 16140 15618 4279
15537 16144 15617 4279
15539 16145 15621 4280
15538 16139 15617 4279
15544 16143 15623 4279
15539 16142 15621 4278
15540 16136 15620 4280
15542 16140 15620 4279
15543 16143 15619 4278
15538 16144 15620 4279
15541 16146 15622 4279
15538 16143 15622 4279
15535 16146 15622 4279
15540 16145 15623 4279
15538 16145 15623 4279
15538 16144 15622 4279
15534 16138 15623 4279
15539 16146 15625 4279
15535 16142 15622 4279
15537 16145 15622 4279
15540 16141 15623 4279
15538 16141 15623 4279
15538 16142 15622 4279
15538 16145 15620 4279
15537 16145 15617 4279
15535 16140 15620 4279
15538 16140 15620 4278
15536 16145 15621 4278
15536 16139 15620 4279
15536 16139 15617 4278
15534 16140 15616 4279
15534 16139 15617 4278
15541 16139 15618 4278
15541 16134 15617 4279
15537 16139 15616 4279
15539 16139 15617 4278
15534 16135 15614 4278
15529 16138 15617 4278
15536 16138 15618 4278
15537 16142 15615 4278
15535 16137 15615 4278
15548 16143 15624 4278
15543 16146 15625 4279
15544 16142 15624 4279
15543 16145 15623 4277
15541 16146 15626 4278
15542 16148 15625 4278
15543 16144 15627 4279
15541 16146 15625 4278
15543 16142 15627 4278
15540 16143 15626 4279
15544 16143 15624 4279
15542 16146 15627 4278
15542 16146 15627 4279
15544 16147 15627 4279
15544 16144 15626 4279
15543 16140 15626 4279
15538 16136 15626 4278
15539 16141 15625 4278
15537 16141 15625 4278
15542 16143 15624 4278
15537 16141 15621 4278
15540 16144 15622 4278
15539 16138 15621 4278
15538 16143 15621 4278
15536 16141 15620 4278
15534 16144 15624 4278
15539 16143 15622 4277
15535 16143 15622 4278
15541 16142 15621 4278
15538 16138 15621 4278
15540 16139 15621 4279
15543 16142 15621 4279
15541 16144 15622 4280
15541 16141 15625 4279
15538 16144 15628 4279
15539 16143 15629 4278
15546 16140 15628 4279
15544 16149 15624 4278
15547 16148 15624 4279
15543 16147 15626 4278
15543 16147 15625 4278
15543 16149 15624 4279
15542 16147 15624 4280
15539 16146 15624 4279
15535 16144 15625 4279
15539 16146 15628 4279
15538 16149 15627 4279
15542 16147 15628 4280
15538 16147 15622 4279
15533 16150 15621 4279
15536 16146 15622 4278
15535 16145 15623 4278
15533 16143 15622 4279
15538 16139 15622 4280
15538 16143 15622 4279
15539 16141 15623 4279
15537 16145 15623 4278
15535 16140 15623 4279
15535 16144 15622 4279
15535 16144 15623 4280
15540 16143 15624 4279
15536 16141 15623 4277
15536 16140 15622 4279
15534 16141 15625 4278
15538 16142 15623 4278
15536 16144 15623 4279
15538 16142 15626 4279
15536 16148 15624 4279
15537 16145 15625 4279
15539 16140 15625 4279
15532 16143 15624 4279
15533 16137 15623 4279
15536 16140 15621 4279
15535 16141 15621 4279
15548 16144 15625 4279
15545 16144 15626 4279
15546 16141 15626 4279
15545 16141 15625 4279
15543 16145 15624 4279
15543 16141 15624 4279
15546 16136 15625 4278
15540 16142 15627 4278
15541 16143 15625 4278
15540 16144 15626 4279
15541 16146 15627 4279
15540 16143 15625 4279
15539 16142 15624 4279
15540 16143 15623 4279
15540 16144 15624 4279
15544 16143 15624 4278
15541 16144 15624 4278
15536 16142 15621 4279
15533 16143 15621 4278
15539 16144 15625 4278
15538 16141 15626 4279
15538 16141 15627 4278
15540 16139 15627 4279
15541 16145 15628 4278
15542 16143 15624 4279
15538 16146 15625 4279
15541 16145 15624 4279
15539 16142 15625 4278
15542 16145 15626 4279
15539 16148 15623 4279
15533 16146 15623 4279
15532 16146 15624 4279
15536 16144 15619 4278
15534 16145 15622 4278
15536 16143 15620 4278
15537 16146 15619 4278
15533 16144 15620 4278
15545 16144 15627 4278
15542 16144 15626 4278
15538 16142 15625 4278
15538 16141 15626 4278
15537 16139 15626 4279
15541 16138 15626 4279
15539 16138 15627 4279
15542 16137 15626 4279
15541 16138 15625 4279
15540 16141 15627 4279
15542 16143 15625 4278
15540 16142 15625 4278
15540 16143 15625 4279
15542 16147 15624 4279
15537 16140 15625 4279
15538 16142 15624 4279
15538 16139 15625 4279
15535 16143 15623 4279
15536 16141 15623 4278
15536 16146 15625 4279
15540 16144 15628 4280
15532 16143 15627 4278
15539 16145 15626 4278
15539 16143 15628 4278
15542 16141 15624 4279
15543 16140 15623 4278
15540 16144 15624 4279
15543 16144 15627 4279
15541 16143 15626 4279
15543 16141 15624 4278
15543 16141 15627 4278
15539 16146 15624 4279
15540 16147 15623 4279
15540 16143 15622 4278
15540 16140 15622 4278
15541 16142 15620 4279
15540 16141 15623 4279
15542 16142 15627 4277
15543 16149 15623 4278
15544 16142 15623 4278
15538 16148 15625 4278
15540 16147 15623 4278
15537 16146 15626 4279
15537 16142 15626 4278
15538 16148 15624 4278
15536 16141 15627 4278
15538 16147 15627 4278
15541 16145 15629 4279
15533 16142 15627 4279
15543 16145 15626 4278
15535 16141 15622 4278
15534 16144 15624 4279
15536 16147 15626 4279
15533 16143 15625 4278
15533 16145 15623 4279
15538 16145 15623 4279
15537 16142 15625 4279
15537 16145 15625 4279
15533 16145 15623 4279
15531 16143 15627 4279
15538 16145 15629 4279
15530 16146 15624 4278
15535 16140 15625 4279
15533 16145 15622 4279
15535 16148 15622 4279
15537 16143 15623 4279
15535 16145 15625 4277
15533 16143 15625 4278
15539 16145 15625 4279
15535 16141 15626 4279
15530 16145 15625 4279
15537 16147 15625 4279
15534 16144 15622 4279
15537 16146 15624 4279
15543 16145 15622 4279
15537 16143 15623 4279
15540 16146 15623 4279
15539 16143 15623 4279
15541 16141 15623 4278
15541 16145 15623 4279
15539 16141 15622 4279
15544 16142 15623 4279
15542 16144 15625 4279
15540 16140 15621 4278
15536 16142 15619 4279
15535 16141 15620 4278
15537 16139 15620 4279
15533 16146 15619 4279
15540 16141 15619 4280
15537 16146 15620 4279
15532 16141 15618 4278
15534 16140 15622 4279
15543 16142 15620 4278
15538 16142 15622 4279
15538 16143 15621 4279
15538 16139 15624 4279
15540 16145 15621 4279
15538 16144 15620 4279
15532 16144 15622 4279
15534 16141 15622 4279
15531 16140 15623 4278
15534 16143 15621 4279
15532 16145 15620 4278
15534 16143 15620 4278
15534 16143 15620 4278
15532 16139 15621 4279
15538 16144 15621 4279
15532 16143 15616 4279
15535 16141 15616 4278
15531 16140 15618 4278
15535 16144 15617 4279
15539 16143 15621 4278
15538 16143 15624 4278
15540 16137 15620 4278
15538 16142 15622 4279
15542 16143 15621 4278
15532 16144 15620 4279
15531 16144 15620 4279
15538 16147 15620 4279
15533 16143 15619 4278
15535 16147 15619 4279
15535 16144 15619 4279
15533 16145 15620 4278
15534 16144 15619 4279
15533 16143 15621 4278
15538 16145 15623 4279
15536 16146 15624 4278
15531 16140 15623 4279
15534 16146 15623 4279
15533 16142 15620 4278
15535 16147 15619 4278
15532 16142 15624 4280
15535 16139 15623 4278
15531 16141 15622 4278
15528 16141 15622 4279
15531 16142 15622 4278
15531 16142 15623 4279
15534 16143 15623 4278
15536 16145 15625 4279
15533 16145 15623 4279
15533 16139 15623 4278
15529 16138 15623 4278
15530 16141 15624 4279
15529 16140 15625 4278
15535 16136 15621 4279
15534 16136 15621 4279
15527 16137 15621 4279
15532 16140 15620 4278
15540 16146 15622 4278
15540 16142 15625 4278
15542 16143 15624 4279
15541 16140 15622 4278
15544 16141 15622 4278
15540 16142 15623 4278
15542 16139 15624 4279
15538 16137 15624 4279
15536 16139 15624 4278
15537 16140 15623 4279
15539 16148 15623 4278
15540 16143 15623 4279
15539 16143 15619 4278
15537 16138 15620 4278
15534 16138 15621 4278
15536 16135 15622 4278
15536 16141 15622 4279
15538 16139 15622 4279
15542 16143 15622 4279
15533 16139 15621 4278
15538 16143 15622 4278
15535 16141 15621 4278
15538 16144 15625 4279
15538 16147 15624 4278
15537 16144 15624 4278
15542 16143 15623 4279
15540 16150 15622 4278
15537 16145 15620 4278
15536 16150 15619 4278
15535 16143 15618 4278
15537 16145 15620 4279
15538 16143 15619 4278
15535 16147 15622 4279
15532 16146 15622 4278
15530 16144 15624 4279
15528 16145 15623 4279
15536 16147 15623 4278
15544 16141 15626 4279
15542 16146 15623 4278
15543 16139 15621 4278
15537 16146 15623 4279
15534 16144 15623 4277
15537 16141 15621 4277
15538 16143 15620 4278
15537 16142 15620 4278
15535 16141 15621 4278
15535 16139 15620 4277
15532 16144 15622 4278
15535 16140 15619 4278
15542 16141 15622 4278
15541 16140 15622 4278
15538 16140 15621 4278
15536 16137 15625 4279
15534 16140 15625 4278
15533 16143 15625 4278
15537 16143 15623 4278
15533 16137 15625 4277
15536 16140 15619 4278
15535 16136 15620 4279
15538 16139 15620 4278
15537 16134 15622 4279
15538 16133 15620 4277
15531 16133 15622 4278
15534 16135 15618 4278
15539 16137 15617 4278
15539 16134 15618 4278
15532 16132 15619 4278
15532 16133 15617 4278
15536 16133 15618 4277
15540 16133 15618 4278
15535 16134 15617 4278
15540 16133 15618 4278
15534 16133 15619 4279
15537 16133 15618 4278
15542 16148 15623 4279
15542 16148 15622 4279
15537 16141 15622 4279
15537 16141 15622 4278
15540 16143 15623 4278
15543 16140 15621 4279
15541 16142 15620 4278
15540 16140 15622 4279
15541 16143 15620 4278
15536 16144 15620 4278
15539 16142 15622 4278
15538 16142 15621 4279
15537 16142 15619 4279
15539 16145 15621 4279
15537 16145 15618 4279
15536 16138 15617 4278
15540 16146 15621 4279
15538 16144 15622 4278
15537 16142 15621 4279
15537 16144 15620 4278
15536 16141 15619 4279
15534 16136 15617 4278
15537 16138 15620 4278
15537 16139 15618 4278
15532 16138 15616 4278
15536 16144 15618 4277
15535 16138 15621 4279
15533 16142 15621 4279
15536 16140 15620 4279
15535 16139 15619 4277
15536 16141 15620 4279
15536 16138 15620 4278
15534 16143 15617 4279
15538 16139 15618 4279
15535 16137 15619 4278
15535 16141 15621 4277
15536 16146 15621 4279
15536 16148 15622 4279
15537 16144 15621 4279
15537 16140 15618 4279
15539 16145 15618 4279
15540 16147 15617 4279
15541 16147 15616 4278
15532 16144 15617 4279
15531 16146 15618 4280
15536 16145 15617 4279
15535 16149 15615 4280
15531 16147 15615 4278
15531 16145 15617 4280
15534 16145 15619 4279
15536 16151 15619 4279
15533 16144 15618 4278
15533 16145 15618 4279
15531 16147 15618 4279
15529 16141 15618 4278
15532 16147 15616 4278
15522 16139 15617 4277
15526 16140 15615 4278
15529 16138 15617 4278
15525 16142 15615 4277
15525 16140 15614 4279
15530 16142 15614 4278
15527 16136 15613 4279
15527 16142 15613 4278
15530 16139 15614 4278
15531 16138 15614 4278
15525 16137 15613 4277
15535 16138 15611 4278
15531 16140 15613 4279
15531 16139 15613 4277
15533 16141 15612 4277
15529 16146 15612 4278
15529 16138 15614 4278
15528 16134 15614 4279
15541 16144 15623 4278
15541 16139 15625 4278
15535 16140 15623 4278
15539 16146 15621 4278
15537 16144 15622 4278
15534 16144 15620 4278
15538 16145 15618 4278
15540 16141 15618 4278
15538 16143 15621 4278
15536 16146 15619 4277
15536 16141 15622 4278
15537 16141 15616 4278
15537 16145 15618 4278
15540 16142 15617 4278
15539 16144 15616 4278
15539 16141 15618 4278
15541 16140 15616 4278
15537 16139 15614 4278
15537 16142 15616 4277
15542 16141 15614 4277
15535 16141 15618 4277
15541 16138 15620 4278
15540 16142 15617 4278
15539 16142 15618 4277
15541 16143 15617 4277
15538 16143 15619 4278
15534 16143 15622 4278
15539 16143 15622 4278
15538 16142 15622 4278
15538 16142 15622 4279
15536 16145 15621 4278
15532 16142 15621 4278
15541 16144 15621 4278
15530 16143 15621 4278
15536 16144 15621 4278
15539 16135 15621 4278
15540 16138 15620 4277
15541 16149 15621 4278
15543 16150 15623 4277
15538 16149 15623 4279
15537 16151 15623 4277
15537 16149 15620 4278
15536 16151 15622 4278
15537 16156 15621 4278
15540 16150 15620 4277
15535 16151 15619 4278
15532 16153 15618 4278
15535 16149 15618 4278
15537 16149 15620 4278
15535 16150 15621 4278
15534 16152 15623 4278
15534 16151 15621 4278
15539 16150 15621 4278
15537 16152 15621 4278
15534 16152 15623 4278
15532 16152 15619 4278
15536 16145 15621 4278
15536 16147 15622 4278
15532 16152 15624 4278
15534 16150 15623 4278
15535 16152 15624 4277
15535 16150 15621 4277
15533 16148 15619 4278
15533 16147 15619 4277
15531 16150 15619 4277
15532 16149 15622 4278
15531 16145 15621 4277
15530 16151 15622 4278
15533 16152 15622 4278
15532 16150 15619 4278
15531 16155 15619 4277
15531 16152 15619 4278
15529 16152 15622 4278
15533 16152 15621 4279
15533 16141 15620 4279
15523 16141 15618 4278
15531 16137 15617 4278
15530 16137 15617 4279
15528 16142 15617 4278
15532 16142 15617 4277
15527 16141 15619 4278
15530 16138 15617 4277
15524 16137 15616 4278
15524 16137 15615 4278
15529 16142 15613 4277
15527 16140 15614 4278
15528 16135 15614 4277
15528 16137 15615 4277
15523 16136 15614 4278
15523 16135 15615 4277
15525 16134 15613 4277
15526 16135 15615 4278
15524 16132 15613 4278
15524 16134 15616 4278
15529 16135 15618 4278
15525 16135 15615 4277
15528 16131 15614 4277
15531 16133 15619 4277
15527 16133 15619 4277
15527 16134 15621 4277
15521 16139 15620 4278
15524 16138 15620 4277
15527 16139 15616 4278
15529 16135 15617 4276
15527 16131 15615 4277
15527 16133 15616 4278
15524 16137 15616 4277
15523 16134 15613 4276
15530 16135 15617 4278
15524 16137 15618 4278
15524 16137 15619 4278
15545 16150 15621 4277
15539 16149 15621 4277
15537 16146 15619 4276
15540 16149 15620 4277
15538 16149 15619 4278
15539 16151 15618 4278
15539 16150 15616 4277
15535 16145 15618 4277
15537 16144 15617 4277
15540 16147 15620 4277
15542 16148 15620 4277
15539 16149 15622 4277
15539 16142 15620 4277
15539 16145 15620 4277
15537 16141 15625 4277
15537 16145 15622 4278
15538 16144 15621 4276
15530 16140 15620 4277
15533 16143 15621 4277
15536 16140 15619 4276
15536 16139 15618 4277
15533 16137 15617 4277
15537 16137 15615 4276
15534 16135 15616 4277
15541 16141 15618 4277
15537 16141 15620 4277
15534 16144 15619 4276
15540 16138 15616 4278
15535 16138 15615 4277
15535 16140 15616 4277
15535 16138 15616 4277
15539 16137 15617 4277
15535 16140 15618 4277
15536 16137 15615 4277
15536 16137 15618 4278
15536 16137 15618 4277
15532 16138 15619 4277
15536 16146 15623 4277
15535 16144 15625 4277
15538 16138 15623 4277
15542 16145 15623 4277
15537 16143 15624 4277
15539 16143 15620 4277
15533 16143 15621 4277
15540 16145 15620 4277
15534 16148 15622 4277
15540 16144 15620 4277
15537 16144 15621 4277
15538 16141 15621 4276
15538 16142 15621 4277
15532 16137 15621 4277
15537 16140 15620 4277
15535 16141 15618 4276
15532 16143 15622 4277
15540 16144 15621 4277
15535 16144 15619 4277
15534 16142 15620 4277
15534 16146 15620 4278
15533 16145 15621 4277
15533 16146 15624 4277
15533 16143 15624 4277
15532 16141 15623 4278
15534 16141 15624 4278
15530 16141 15624 4277
15536 16145 15625 4277
15530 16140 15625 4276
15537 16141 15622 4277
15536 16141 15619 4277
15531 16139 15619 4277
15536 16143 15621 4277
15533 16144 15622 4277
15540 16142 15620 4278
15539 16142 15622 4277
15535 16145 15624 4277
15525 16139 15618 4277
15523 16137 15617 4277
15520 16137 15617 4277
15521 16140 15614 4277
15522 16137 15612 4277
15518 16139 15611 4277
15521 16136 15611 4277
15519 16138 15610 4277
15521 16139 15612 4277
15518 16141 15611 4276
15518 16137 15611 4277
15515 16135 15612 4277
15519 16135 15612 4277
15516 16139 15613 4277
15522 16138 15613 4277
15514 16138 15612 4277
15519 16133 15613 4277
15514 16132 15613 4277
15521 16133 15612 4277
15518 16135 15612 4277
15518 16135 15611 4276
15516 16135 15612 4277
15517 16135 15610 4277
15516 16136 15612 4277
15521 16135 15612 4277
15515 16135 15611 4277
15524 16136 15611 4277
15517 16135 15610 4276
15514 16137 15609 4277
15515 16131 15607 4276
15515 16135 15612 4276
15514 16130 15610 4276
15521 16132 15610 4277
15517 16131 15610 4277
15524 16129 15611 4276
15526 16133 15608 4277
15527 16130 15611 4277
15540 16145 15624 4277
15542 16141 15625 4277
15539 16148 15624 4277
15539 16138 15624 4277
15537 16138 15622 4277
15537 16139 15621 4277
15534 16138 15621 4276
15534 16139 15622 4277
15532 16137 15623 4277
15535 16141 15623 4278
15532 16141 15623 4278
15539 16138 15622 4277
15540 16136 15623 4277
15536 16144 15618 4277
15539 16136 15620 4277
15533 16144 15621 4278
15534 16145 15619 4277
15535 16146 15617 4276
15537 16139 15620 4278
15529 16137 15620 4276
15535 16136 15620 4276
15537 16135 15617 4276
15533 16138 15617 4277
15534 16138 15621 4277
15531 16141 15618 4277
15532 16139 15619 4277
15536 16139 15616 4276
15532 16139 15617 4276
15534 16141 15617 4276
15530 16139 15618 4277
15532 16135 15618 4277
15531 16140 15622 4278
15533 16136 15623 4278
15529 16132 15622 4277
15530 16136 15621 4277
15530 16137 15622 4277
15532 16141 15617 4276
15530 16144 15623 4277
15532 16143 15622 4277
15531 16141 15622 4276
15535 16145 15620 4276
15533 16144 15619 4277
15538 16147 15621 4277
15538 16145 15619 4276
15533 16146 15620 4277
15536 16145 15621 4277
15531 16149 15622 4277
15534 16143 15623 4276
15531 16146 15622 4276
15534 16145 15624 4276
15535 16145 15623 4277
15531 16145 15623 4277
15534 16148 15622 4277
15536 16147 15620 4278
15532 16148 15621 4277
15535 16143 15622 4277
15531 16148 15620 4276
15534 16146 15619 4277
15529 16148 15620 4276
15533 16148 15619 4278
15535 16143 15619 4276
15530 16149 15619 4276
15532 16147 15620 4276
15537 16142 15618 4276
15530 16145 15620 4276
15532 16149 15622 4277
15531 16142 15621 4276
15535 16150 15621 4276
15532 16144 15621 4277
15535 16143 15620 4275
15532 16146 15619 4276
15533 16147 15618 4276
15532 16148 15619 4276
15536 16149 15618 4276
15542 16145 15622 4277
15537 16149 15621 4277
15534 16142 15617 4276
15534 16146 15617 4277
15532 16145 15616 4277
15531 16145 15615 4276
15533 16141 15615 4276
15535 16137 15617 4277
15533 16142 15617 4277
15527 16141 15617 4277
15533 16138 15616 4277
15533 16139 15616 4276
15537 16139 15615 4277
15532 16138 15616 4278
15530 16137 15615 4277
15535 16138 15616 4277
15532 16135 15617 4277
15534 16138 15615 4277
15536 16139 15614 4276
15533 16139 15615 4277
15537 16141 15614 4277
15538 16145 15617 4277
15533 16146 15616 4277
15531 16140 15614 4277
15533 16142 15614 4276
15528 16137 15618 4277
15531 16141 15620 4277
15528 16143 15620 4277
15534 16141 15619 4276
15530 16148 15616 4277
15530 16146 15615 4277
15535 16145 15615 4277
15530 16141 15616 4276
15531 16142 15614 4277
15530 16142 15613 4276
15532 16142 15615 4276
15530 16147 15615 4277
15541 16145 15619 4277
15539 16146 15618 4277
15538 16146 15621 4276
15536 16147 15619 4277
15539 16146 15619 4276
15536 16142 15621 4276
15532 16147 15619 4277
15534 16144 15620 4275
15531 16144 15619 4276
15533 16140 15619 4276
15536 16145 15621 4277
15539 16145 15620 4276
15537 16141 15619 4277
15537 16143 15619 4277
15533 16141 15617 4277
15530 16140 15619 4276
15532 16140 15618 4276
15532 16140 15620 4276
15529 16144 15617 4276
15533 16140 15615 4277
15534 16144 15617 4277
